Frame;Time_s;Fx_N;Fy_N;Fz_N;Mx_Nm;My_Nm;Mz_Nm;COPx_mm;COPy_mm
1753;1.752;-0.211;1.485;0.528;-0.0152;0.0283;0.0075;-7.478;-2.95
1754;1.753;-1.993;1.178;3.349;-0.0582;0.0246;-0.0058;-4.146;1.127
1755;1.754;-0.467;-0.42;-0.72;-0.0121;-0.0235;-0.0002;-4.517;5.535
1756;1.755;-1.487;-0.705;1.256;-0.0398;-0.0242;-0.0036;0.78;-1.658
1757;1.756;-0.105;-1.376;4.395;-0.0023;-0.0481;-0.0024;-1.295;-4.613
1758;1.757;-1.303;-1.69;1.873;-0.0267;-0.0231;0.0044;-1.535;-0.46
1759;1.758;-1.988;1.078;4.79;-0.0397;0.0049;0.0066;-1.07;-1.738
1760;1.759;0.419;0.471;1.606;-0.0108;0.0056;0.0016;-6.216;5.016
1761;1.76;1.956;-0.138;9.136;0.0312;0.0032;-0.0106;0.234;-4.765
1762;1.761;0.472;-1.652;7.114;0.0021;-0.015;0.0063;-4.095;-1.699
1763;1.762;0.115;-0.989;5.242;-0.0041;-0.0117;-0.001;-3.699;0.686
1764;1.763;-1.629;0.209;4.182;-0.0328;-0.0045;0.0019;-0.156;4.986
1765;1.764;-0.176;-1.475;1.063;0.0112;-0.0386;0.0043;1.12;-5.318
1766;1.765;0.617;0.086;3.853;0.0198;0.0168;0.0023;-4.491;-3.777
1767;1.766;-1.031;-0.685;5.399;-0.0231;-0.0298;0.0024;-3.723;4.364
1768;1.767;1.294;-2.996;-1.445;0.0116;-0.0542;-0.0034;0.087;3.173
1769;1.768;-0.117;0.606;7.468;0.0095;0.0098;-0.0089;-3.631;-1.345
1770;1.769;0.473;-0.898;4.774;0.0011;-0.0006;-0.0076;3.901;-6.896
1771;1.77;-0.804;-2.528;2.229;-0.0186;-0.034;-0.0058;12.408;-9.081
1772;1.771;-0.794;-0.355;5.92;-0.0196;-0.0084;0.0006;-2.609;-2.965
1773;1.772;0.27;-1.798;8.022;0.0089;-0.0441;0.0032;-0.19;-2.481
1774;1.773;0.516;0.972;3.998;0.0254;0.0156;0.0012;4.156;-3.778
1775;1.774;0.458;-0.545;6.21;0.001;0.0068;-0.0008;-3.655;-2.808
1776;1.775;-1.59;-0.213;6.493;-0.0204;-0.006;-0.0002;-3.049;6.254
1777;1.776;-1.166;1.183;4.002;-0.0141;0.0172;-0.0025;-2.807;-3.136
1778;1.777;-0.098;-2.122;3.287;0.0016;-0.0497;0.0052;1.244;2.366
1779;1.778;-2.853;0.102;7.133;-0.045;-0.0063;0.0076;-5.489;-5.619
1780;1.779;1.498;1.09;8.525;0.036;0.0181;-0.0016;-2.879;1.594
1781;1.78;0.405;0.584;4.616;0.0083;-0.0003;0.0009;8.425;-0.593
1782;1.781;-0.01;-1.237;2.68;-0.0147;-0.0127;-0.0036;4.491;-1.949
1783;1.782;-1.142;0.416;8.293;-0.0284;0.0017;0.0013;-4.25;4.215
1784;1.783;1.158;2.0;3.241;0.0166;0.0383;0.0033;0.258;2.904
1785;1.784;-0.483;-1.13;3.798;-0.0022;-0.0412;0.0004;0.661;-6.315
1786;1.785;2.776;-0.699;5.503;0.0604;-0.0037;0.0034;5.721;-4.985
1787;1.786;0.515;0.729;7.381;-0.0005;0.0191;-0.0044;5.84;9.217
1788;1.787;-2.312;-0.041;4.457;-0.0456;0.0006;-0.0008;5.075;3.71
1789;1.788;1.016;-0.275;0.319;0.0343;0.0041;-0.0068;-1.784;2.107
1790;1.789;-0.867;2.024;3.179;-0.0182;0.0526;-0.0018;4.792;-2.424
1791;1.79;-0.858;-0.837;7.062;-0.0175;-0.0136;-0.004;0.684;1.32
1792;1.791;-0.439;1.034;7.109;-0.0095;0.024;-0.0044;0.288;-3.641
1793;1.792;-0.273;-1.523;7.444;-0.0103;-0.0208;-0.0058;6.607;1.527
1794;1.793;0.3;-3.46;3.824;-0.0015;-0.07;0.0049;-0.491;8.601
1795;1.794;1.065;-0.091;4.156;0.0112;0.0092;-0.0014;-9.773;3.923
1796;1.795;0.602;0.864;7.339;0.0044;0.0188;-0.0004;-6.744;1.056
1797;1.796;-1.167;-0.562;2.965;-0.0175;-0.0131;-0.0078;4.672;2.104
1798;1.797;-2.108;1.968;8.997;-0.0367;0.0339;-0.0;-5.515;-6.052
1799;1.798;-1.292;0.03;0.85;-0.0166;-0.0118;0.0011;6.654;-0.835
1800;1.799;0.457;0.707;9.73;0.0018;0.0255;-0.0006;-0.934;-3.816
1801;1.8;1.218;0.336;1.412;0.0088;0.0242;-0.0015;-6.922;-1.022
1802;1.801;2.615;-1.259;5.217;0.0579;-0.0548;-0.0081;0.386;-2.642
1803;1.802;-2.105;1.466;3.872;-0.0223;0.0311;-0.0013;2.399;-0.159
1804;1.803;0.034;1.68;1.173;-0.0028;0.0261;-0.0009;-4.848;2.546
1805;1.804;-0.429;1.631;8.122;-0.0047;0.0276;-0.0023;2.365;7.555
1806;1.805;-0.69;1.459;6.228;-0.0132;0.0278;-0.0044;-5.004;-2.52
1807;1.806;0.12;1.563;6.457;0.0041;0.0395;0.0011;2.473;-9.827
1808;1.807;-0.459;1.086;9.723;-0.0119;0.0292;0.0032;5.508;-8.966
1809;1.808;-0.487;1.522;8.752;-0.0133;0.0279;0.0024;1.696;3.196
1810;1.809;-1.058;0.387;7.143;-0.0319;0.0033;-0.0004;6.672;6.702
1811;1.81;0.506;-0.846;6.457;0.0014;-0.0159;-0.0163;-3.854;-4.482
1812;1.811;1.495;0.602;7.357;0.0396;0.006;0.0015;2.094;6.301
1813;1.812;2.362;1.154;5.993;0.0444;0.0127;0.0043;-1.854;1.391
1814;1.813;-0.877;-0.88;3.408;-0.0256;-0.0167;-0.0026;6.846;-3.535
1815;1.814;-1.67;-0.033;7.225;-0.0318;0.0022;-0.0091;-1.987;3.668
1816;1.815;-0.482;1.368;0.384;-0.0212;0.0301;-0.003;5.786;-12.818
1817;1.816;-1.341;-0.425;1.39;-0.0259;-0.0011;-0.0075;5.34;4.738
1818;1.817;1.455;3.108;5.133;0.0353;0.057;0.0016;-5.258;0.461
1819;1.818;-1.318;0.763;4.65;-0.0193;0.0294;-0.0007;-6.242;9.278
1820;1.819;0.023;1.588;6.866;0.0032;0.0341;0.0003;2.162;2.984
1821;1.82;-2.104;1.111;3.009;-0.0385;0.0128;-0.006;-1.067;-10.449
1822;1.821;-0.613;1.393;5.197;-0.0105;0.0274;-0.0012;9.614;-2.802
1823;1.822;0.198;0.291;3.902;0.0129;0.0199;0.002;4.03;0.881
1824;1.823;2.205;-0.8;10.578;0.0301;-0.0206;-0.0022;1.896;5.497
1825;1.824;-1.128;-1.539;2.89;-0.0325;-0.0274;-0.0064;3.141;0.292
1826;1.825;0.465;-1.779;6.96;0.0155;-0.0272;-0.0023;-3.074;-1.324
1827;1.826;-3.207;-0.959;4.867;-0.0814;-0.0248;0.0017;9.582;-6.986
1828;1.827;-1.901;-2.233;9.066;-0.0402;-0.0455;0.0117;-7.45;0.553
1829;1.828;-1.312;-0.35;4.77;-0.0218;-0.0119;-0.0103;4.246;-0.81
1830;1.829;-0.839;-1.176;3.001;0.0021;-0.0308;0.002;-1.528;0.149
1831;1.83;0.555;-0.785;2.237;-0.0107;-0.0088;0.001;-5.541;1.836
1832;1.831;0.856;-0.98;0.89;0.013;-0.0363;0.0041;3.846;3.259
1833;1.832;-2.505;0.917;-1.735;-0.0608;0.0173;-0.0071;3.393;-2.605
1834;1.833;0.702;-0.78;6.961;0.0157;-0.028;-0.0015;-2.911;5.366
1835;1.834;-1.766;-0.952;-0.833;-0.0353;-0.0321;0.0066;-1.326;-5.671
1836;1.835;2.659;1.933;1.108;0.066;0.0288;-0.011;-4.632;4.518
1837;1.836;0.376;-0.389;4.182;0.0121;-0.0065;0.002;0.6;-0.51
1838;1.837;0.135;1.717;0.91;-0.0115;0.0324;0.0068;2.572;1.16
1839;1.838;-0.36;-0.503;4.401;0.0042;-0.0065;0.0044;7.289;-8.906
1840;1.839;-0.145;-0.221;3.607;-0.0089;-0.0245;-0.0008;-0.328;-5.946
1841;1.84;-0.091;0.292;-1.651;-0.0141;0.0026;0.004;1.924;7.493
1842;1.841;-1.132;-1.663;7.022;-0.0126;-0.0478;0.0038;2.69;-7.773
1843;1.842;1.024;1.826;4.741;0.0251;0.0429;0.0023;-12.932;8.244
1844;1.843;0.309;2.069;4.361;-0.0062;0.0489;0.0029;-0.766;0.982
1845;1.844;1.028;-0.517;-1.42;0.0182;-0.004;0.0048;6.578;1.931
1846;1.845;-0.187;1.333;4.764;-0.0135;0.0201;0.002;3.603;-2.928
1847;1.846;0.924;0.309;4.209;0.0139;0.0116;0.0049;2.678;-2.827
1848;1.847;-1.231;-0.554;7.704;-0.0421;-0.0219;0.0004;10.083;3.394
1849;1.848;5.25;1.961;6.887;0.1112;0.0294;0.0044;-8.998;0.898
1850;1.849;-1.161;-1.219;9.774;-0.0303;-0.0218;0.0003;-4.835;1.987
1851;1.85;-0.764;-0.051;1.326;-0.0297;-0.019;-0.0027;-5.582;-2.547
1852;1.851;1.348;1.181;8.803;0.0113;0.0192;0.0048;-8.158;7.291
1853;1.852;1.754;-0.268;8.71;0.028;-0.0137;-0.0034;-5.226;-0.124
1854;1.853;-1.289;0.555;2.896;-0.0303;0.0226;0.002;0.555;5.463
1855;1.854;-2.59;-1.545;4.288;-0.0641;-0.0316;0.0005;-0.004;2.48
1856;1.855;-2.193;-0.238;3.627;-0.0391;-0.0153;0.0023;-0.274;8.333
1857;1.856;-1.586;0.132;4.491;-0.0329;0.0063;0.0017;-1.192;-2.989
1858;1.857;-1.274;-1.516;5.375;-0.0194;-0.0284;-0.0034;4.388;7.933
1859;1.858;-0.344;-1.001;6.678;-0.0261;-0.0172;-0.0005;0.487;6.045
1860;1.859;1.448;-0.764;4.556;0.0506;-0.0256;0.0016;-1.856;1.793
1861;1.86;1.523;-0.322;0.239;0.0376;-0.002;0.0071;4.04;1.167
1862;1.861;-1.014;0.243;6.67;-0.0304;-0.0136;-0.0052;5.209;1.194
1863;1.862;0.712;-0.401;3.662;0.0195;0.0037;0.006;-2.707;3.337
1864;1.863;1.225;-1.966;5.949;0.02;-0.0413;-0.0033;-4.111;1.345
1865;1.864;2.008;0.057;7.286;0.0146;0.0102;0.002;-4.757;-8.796
1866;1.865;-0.337;1.559;0.346;-0.0042;0.0208;0.0044;-0.578;-9.018
1867;1.866;-1.214;0.014;0.277;-0.0167;-0.0062;-0.0082;-8.833;10.718
1868;1.867;1.025;-0.464;4.722;0.0269;-0.002;-0.0011;3.074;10.824
1869;1.868;2.173;-0.021;4.335;0.0482;0.0135;-0.006;-8.26;-0.326
1870;1.869;-0.886;0.726;6.191;-0.0373;-0.0157;0.0018;1.109;0.733
1871;1.87;2.823;-1.643;1.53;0.0453;-0.0369;-0.0004;1.007;-4.27
1872;1.871;2.478;1.899;7.376;0.0543;0.0204;-0.0089;-6.633;12.004
1873;1.872;-0.494;-0.358;6.229;0.004;-0.0133;0.003;2.327;-1.036
1874;1.873;-2.453;2.282;0.313;-0.0601;0.0629;-0.0023;2.629;-9.57
1875;1.874;-0.995;-0.816;12.035;-0.0147;-0.0289;-0.0068;-4.021;-0.535
1876;1.875;-0.628;-1.183;4.298;-0.0256;-0.0226;-0.003;4.867;-1.232
1877;1.876;0.697;0.241;6.544;0.0122;0.0035;0.0018;-3.225;-0.012
1878;1.877;-2.606;1.189;7.82;-0.0542;0.0225;-0.0049;-2.075;4.748
1879;1.878;3.546;0.593;4.248;0.0802;0.0234;0.0086;12.734;-1.342
1880;1.879;3.41;0.25;1.669;0.0663;0.0214;-0.0021;6.657;1.767
1881;1.88;-1.186;0.378;4.777;-0.0309;0.0179;-0.0063;2.6;0.689
1882;1.881;-2.894;0.268;2.054;-0.0697;0.0139;0.0058;-3.649;9.743
1883;1.882;-0.356;1.33;3.588;-0.0152;0.0292;-0.0045;-0.184;3.235
1884;1.883;0.534;-0.046;5.83;-0.0041;-0.0159;-0.0045;-1.877;0.751
1885;1.884;1.917;0.836;3.064;0.046;0.0281;-0.0054;-11.526;3.962
1886;1.885;0.965;-0.646;6.984;0.024;0.0017;-0.0097;-5.693;-2.252
1887;1.886;-0.406;-0.173;6.669;-0.0173;-0.0117;0.0046;6.006;1.227
1888;1.887;-3.056;-0.879;6.807;-0.0816;-0.0132;-0.0007;-3.001;3.863
1889;1.888;0.662;-0.313;9.147;0.0092;-0.0003;-0.0013;-5.248;0.023
1890;1.889;1.16;-0.594;9.774;0.0059;-0.015;-0.0025;0.999;3.833
1891;1.89;-0.57;-1.773;5.945;0.002;-0.0327;0.0008;-2.45;3.961
1892;1.891;0.307;1.2;4.931;0.0076;0.0393;0.0044;-4.349;-13.891
1893;1.892;0.2;0.477;7.155;-0.015;0.0195;0.0041;0.72;2.997
1894;1.893;-0.471;0.69;7.992;-0.0187;0.0119;-0.0018;2.593;2.721
1895;1.894;-1.84;2.764;0.28;-0.0382;0.0562;0.0028;3.855;-0.068
1896;1.895;0.407;-2.417;7.403;-0.0086;-0.0506;-0.0059;-2.115;-10.646
1897;1.896;-2.234;0.52;5.339;-0.0496;-0.0043;0.0045;-5.942;-0.111
1898;1.897;1.995;0.191;6.652;0.0353;0.008;-0.0029;-1.999;-7.682
1899;1.898;-1.455;1.353;11.542;-0.0145;0.0343;-0.0012;2.43;7.827
1900;1.899;0.631;-0.671;12.347;0.0037;-0.0143;-0.0022;3.914;5.209
1901;1.9;-1.204;-0.556;1.018;-0.0158;-0.0232;-0.0026;4.203;-6.579
1902;1.901;0.46;-1.268;7.374;0.0117;-0.0224;0.002;-3.587;6.509
1903;1.902;-0.425;0.86;8.071;-0.0111;0.0182;-0.0072;-4.827;2.853
1904;1.903;0.69;2.28;2.274;0.0079;0.0466;0.0013;2.384;2.288
1905;1.904;-1.296;-0.878;5.852;-0.0134;-0.0101;0.0003;-11.209;1.58
1906;1.905;-2.555;0.21;8.644;-0.0656;-0.0004;0.0021;5.742;-0.028
1907;1.906;-0.532;0.333;5.817;-0.0216;-0.0023;-0.0136;0.635;5.592
1908;1.907;-0.637;-0.753;7.907;-0.0131;-0.0163;0.0057;6.587;3.124
1909;1.908;-2.367;-2.317;1.199;-0.0272;-0.0411;-0.0044;-1.208;0.146
1910;1.909;-1.146;1.095;6.085;-0.0216;0.0313;-0.0012;8.321;1.383
1911;1.91;-2.621;-1.986;2.833;-0.0421;-0.0199;-0.0038;-2.422;2.791
1912;1.911;0.06;1.319;9.728;-0.0152;0.0231;0.0008;7.499;-7.552
1913;1.912;-0.673;-1.553;0.198;-0.008;-0.0371;-0.0062;5.143;-0.133
1914;1.913;-0.09;1.164;3.344;-0.0052;0.0192;0.0041;-6.011;7.123
1915;1.914;3.792;1.567;2.152;0.0638;0.0309;0.0041;7.823;-6.399
1916;1.915;0.126;-0.589;0.829;-0.0065;-0.0192;0.0025;3.605;-5.737
1917;1.916;0.449;-1.373;10.117;0.0327;-0.0167;-0.0013;-7.52;-0.65
1918;1.917;0.829;-0.184;7.817;0.0069;-0.0006;-0.0001;9.281;-4.32
1919;1.918;-0.321;-0.02;4.932;-0.0062;-0.0043;0.0046;2.823;-8.885
1920;1.919;-0.999;-1.409;3.397;-0.0187;-0.0367;0.0096;-3.45;3.061
1921;1.92;1.205;-0.359;3.862;0.0239;-0.0211;-0.0011;6.772;-0.332
1922;1.921;1.432;1.064;2.687;0.0305;0.0227;0.0033;0.447;-0.463
1923;1.922;-4.487;0.724;6.925;-0.0824;0.0146;-0.0028;-11.073;1.49
1924;1.923;-0.356;1.403;6.584;-0.0028;0.0352;0.0072;11.284;1.671
1925;1.924;-0.622;-1.779;8.207;-0.0199;-0.0653;-0.0072;-3.119;4.922
1926;1.925;-0.96;-1.048;6.006;-0.003;-0.0329;0.0037;-2.867;0.023
1927;1.926;1.749;-0.145;5.682;0.0321;-0.0219;0.0015;-2.049;-1.748
1928;1.927;-0.916;-0.189;0.395;-0.0211;-0.0078;-0.0035;2.765;1.74
1929;1.928;1.181;1.012;8.27;0.0164;0.0163;0.0034;-8.55;-1.917
1930;1.929;-0.93;-1.524;6.681;-0.0017;-0.023;-0.0063;-4.638;0.906
1931;1.93;-0.727;1.854;7.472;-0.019;0.0319;0.0037;5.869;4.684
1932;1.931;0.977;1.299;10.79;0.0225;0.0169;-0.0051;-3.391;1.306
1933;1.932;-1.223;0.869;3.634;-0.0312;0.006;-0.007;9.627;0.563
1934;1.933;-0.359;-0.398;-2.347;-0.0174;-0.0186;0.0011;3.04;-1.335
1935;1.934;-1.771;-1.883;4.718;-0.0406;-0.0556;-0.0058;3.342;4.764
1936;1.935;-1.445;-1.694;8.514;-0.049;-0.0339;-0.011;-1.84;-1.761
1937;1.936;0.966;1.084;6.395;0.0203;0.0241;-0.0036;-1.235;4.75
1938;1.937;0.76;-0.221;6.745;0.012;-0.0133;0.0015;-3.951;-1.61
1939;1.938;-1.833;2.142;3.674;-0.0425;0.0494;0.0001;-0.459;2.225
1940;1.939;-1.893;0.331;6.504;-0.0594;0.0074;0.0021;7.161;3.141
1941;1.94;3.702;-1.647;4.605;0.0777;-0.0299;0.0002;1.219;1.055
1942;1.941;-1.082;1.383;11.125;-0.0274;0.0382;-0.0038;-1.453;-1.62
1943;1.942;-1.425;-0.302;5.79;-0.0307;-0.0191;-0.0036;-4.565;-4.821
1944;1.943;0.649;0.092;-0.973;0.0027;-0.0048;0.0018;-3.929;16.952
1945;1.944;-1.282;0.794;0.874;-0.0045;0.0068;-0.0041;-5.428;4.035
1946;1.945;-0.667;-1.725;3.495;-0.0259;-0.0332;0.0044;-4.068;-3.761
1947;1.946;1.22;-1.424;5.384;0.017;-0.032;0.0015;7.589;-2.722
1948;1.947;1.378;1.684;9.414;0.019;0.0292;0.0021;1.194;-2.459
1949;1.948;-0.415;-1.726;8.233;-0.0095;-0.0137;-0.0071;8.461;7.517
1950;1.949;1.892;-1.436;2.91;0.063;-0.0252;-0.0052;-0.787;-4.291
1951;1.95;-0.336;-1.601;5.512;-0.0138;-0.021;-0.004;-4.519;5.9
1952;1.951;-0.48;-1.546;6.209;-0.0341;-0.0338;0.0011;4.28;-3.983
1953;1.952;-0.129;-0.574;-0.647;-0.0033;-0.0143;-0.0021;-0.908;6.223
1954;1.953;-0.58;-0.672;12.929;-0.0031;-0.0235;-0.005;-5.427;-0.968
1955;1.954;0.67;-1.35;2.813;-0.0003;-0.0264;-0.0019;8.711;1.365
1956;1.955;0.303;-0.758;8.088;0.0055;-0.02;-0.0031;-6.252;-4.471
1957;1.956;-1.282;0.33;6.946;-0.0282;-0.0035;-0.0027;-1.076;-6.238
1958;1.957;0.15;-2.626;-1.131;0.0103;-0.0595;0.0009;9.833;-5.162
1959;1.958;-0.933;-0.58;9.726;-0.0168;-0.0143;0.0026;-9.012;-4.517
1960;1.959;-0.987;-0.311;9.374;-0.042;-0.0258;-0.0036;-12.07;3.039
1961;1.96;-0.329;-2.187;5.256;0.0045;-0.0465;-0.0079;3.478;-3.762
1962;1.961;1.407;1.333;11.386;0.0404;0.0312;0.0085;5.586;-7.132
1963;1.962;0.294;0.122;6.733;0.0116;-0.0097;0.008;-0.265;-5.431
1964;1.963;1.781;-0.273;7.615;0.0332;-0.0059;0.0145;5.814;4.971
1965;1.964;2.223;0.569;8.945;0.051;-0.0027;0.002;4.468;-3.866
1966;1.965;-0.171;0.309;-0.512;-0.0163;0.0084;-0.0071;4.795;0.638
1967;1.966;-1.028;-0.409;8.469;-0.0222;-0.0063;-0.003;3.155;-12.283
1968;1.967;-1.301;-0.407;5.926;-0.0313;-0.0261;-0.0033;-4.426;-2.533
1969;1.968;0.297;-1.514;6.07;-0.0056;-0.0211;-0.0104;11.199;-0.163
1970;1.969;1.178;0.394;0.434;0.0434;0.0044;0.008;0.955;6.385
1971;1.97;2.254;0.138;8.817;0.0238;-0.0147;-0.0045;-1.852;1.162
1972;1.971;-2.08;-1.326;6.545;-0.0276;-0.0401;-0.0032;9.19;-4.265
1973;1.972;1.265;0.662;3.044;0.0225;0.0345;0.015;8.086;-7.986
1974;1.973;1.488;1.715;5.16;0.0332;0.0252;0.0044;0.775;3.751
1975;1.974;3.537;-1.601;9.297;0.0752;-0.0373;-0.0036;-1.771;1.931
1976;1.975;0.164;2.085;7.613;0.002;0.0213;0.0007;0.266;0.61
1977;1.976;-0.163;1.393;3.334;0.0012;0.0305;-0.0011;2.094;7.026
1978;1.977;-2.393;1.17;4.075;-0.0472;0.0198;-0.0056;-4.984;-6.203
1979;1.978;-1.281;-0.228;12.623;-0.0214;-0.0116;0.0039;-2.893;-0.365
1980;1.979;-1.769;2.012;0.703;-0.0432;0.0646;0.0016;0.426;-3.887
1981;1.98;-1.627;-0.361;5.453;-0.0432;-0.0095;0.0063;3.54;1.921
1982;1.981;-1.46;0.699;7.695;-0.0146;0.0008;-0.0014;-2.216;2.165
1983;1.982;-2.41;-0.687;9.044;-0.0496;-0.0075;0.0017;4.265;1.539
1984;1.983;-0.249;-1.566;2.062;-0.0094;-0.0421;0.0085;-3.356;-8.887
1985;1.984;0.47;0.724;8.872;-0.0055;0.0306;0.0037;4.019;-8.607
1986;1.985;1.034;1.612;6.258;0.0223;0.0402;-0.0026;-1.911;-1.144
1987;1.986;-0.251;-1.601;5.174;-0.0027;-0.0357;-0.0051;4.365;-3.881
1988;1.987;1.478;-0.082;11.202;0.0463;-0.0124;-0.0022;-2.26;5.632
1989;1.988;1.493;-0.835;10.465;0.0357;-0.0246;-0.0002;-1.55;1.854
1990;1.989;-2.381;-1.189;7.65;-0.071;-0.0115;0.0053;-7.872;-3.841
1991;1.99;-0.513;-0.5;6.958;-0.0082;-0.006;-0.0013;-5.19;-2.258
1992;1.991;-1.977;1.17;2.023;-0.0432;0.0306;0.0006;-11.101;-3.662
1993;1.992;-1.571;1.701;2.644;-0.0341;0.034;0.0025;3.155;-3.606
1994;1.993;0.174;0.536;3.079;0.0033;0.0164;0.0037;1.014;-2.739
1995;1.994;-0.289;0.108;9.586;-0.0051;-0.0075;0.0105;-2.295;-4.165
1996;1.995;2.095;0.832;0.196;0.0255;0.0247;0.0056;-4.011;-0.045
1997;1.996;2.971;-1.105;5.602;0.0629;-0.0064;0.0048;3.45;-5.102
1998;1.997;0.531;0.221;-0.033;0.0131;-0.0104;0.0;-1.292;-4.768
1999;1.998;-0.385;-0.636;2.683;-0.0048;-0.0111;-0.0086;-3.125;0.548
2000;1.999;-0.316;0.279;-0.288;-0.0059;0.0129;-0.007;-0.04;1.44
2001;2.0;-7.683;0.812;711.756;-0.1625;0.0063;-0.0038;-2.668;-0.574
2002;2.001;-4.04;1.077;710.0;-0.073;0.0106;0.0046;5.485;6.398
2003;2.002;-9.206;-0.578;718.282;-0.1926;0.0161;-0.0002;-2.722;2.383
2004;2.003;-6.524;4.581;722.432;-0.1314;0.1074;0.0082;0.198;2.941
2005;2.004;-10.966;-0.01;725.64;-0.2262;0.0041;0.0027;-6.473;5.565
2006;2.005;-5.961;3.892;725.219;-0.1221;0.0816;-0.0018;3.174;-1.977
2007;2.006;-2.338;2.853;742.49;-0.037;0.0729;0.0043;4.873;2.268
2008;2.007;-2.381;-6.555;738.605;-0.0469;-0.1298;0.0002;3.091;1.262
2009;2.008;-10.058;0.191;734.081;-0.2014;0.0239;0.0072;0.468;0.978
2010;2.009;-7.202;2.775;752.038;-0.1356;0.0674;0.0136;3.324;0.186
2011;2.01;-8.981;-2.565;734.225;-0.1884;-0.0472;-0.0018;-1.632;4.503
2012;2.011;-4.287;1.281;753.089;-0.084;0.0285;-0.0014;8.112;-2.756
2013;2.012;-9.043;2.805;731.412;-0.188;0.0629;0.0049;-6.605;-1.081
2014;2.013;-9.252;1.574;726.682;-0.1756;0.0456;0.0008;1.562;5.815
2015;2.014;-9.587;2.404;736.416;-0.1776;0.0317;-0.0015;-0.578;1.78
2016;2.015;-8.77;-4.239;730.633;-0.1892;-0.0838;-0.0001;-2.1;1.656
2017;2.016;-6.642;2.606;739.045;-0.1332;0.0384;0.0086;-2.982;-5.712
2018;2.017;-1.504;-1.541;737.795;-0.029;-0.0226;-0.0001;-5.417;-4.662
2019;2.018;-9.445;-0.644;748.354;-0.1896;-0.0167;0.0002;-2.639;-1.194
2020;2.019;-5.557;1.453;741.606;-0.1004;0.0203;-0.0007;-3.279;-2.126
2021;2.02;-11.66;1.956;750.178;-0.2365;0.0383;-0.0049;-3.097;1.15
2022;2.021;-6.641;0.244;756.774;-0.1274;0.0047;0.0028;-4.216;-1.356
2023;2.022;-11.164;-0.061;733.609;-0.2328;0.0062;0.0046;5.097;1.346
2024;2.023;-12.145;-0.581;756.47;-0.2535;-0.007;-0.0058;0.439;0.144
2025;2.024;-12.708;-1.785;748.031;-0.2489;-0.0412;-0.0003;2.294;-2.076
2026;2.025;-8.148;-0.124;743.163;-0.1751;-0.0073;-0.0039;1.18;-3.427
2027;2.026;-6.884;-1.864;763.093;-0.1364;-0.0485;-0.0048;-6.884;5.402
2028;2.027;-8.547;1.348;753.545;-0.1826;0.0275;0.0007;1.454;-4.006
2029;2.028;-8.454;-0.059;740.966;-0.1744;-0.0157;0.0051;0.596;-0.036
2030;2.029;-5.848;-0.645;752.722;-0.1055;0.003;0.0061;0.36;6.544
2031;2.03;-11.489;-1.626;736.147;-0.2346;-0.0342;-0.0111;-1.963;1.478
2032;2.031;-5.851;0.596;765.367;-0.0985;-0.0034;0.0057;-2.662;2.138
2033;2.032;-14.568;0.764;765.884;-0.3053;0.0123;-0.0038;-11.297;2.978
2034;2.033;-9.27;-1.69;740.818;-0.1849;-0.016;0.0036;-4.549;0.162
2035;2.034;-9.103;-3.662;753.155;-0.1803;-0.0635;-0.0045;-4.114;3.069
2036;2.035;-12.92;-2.243;746.643;-0.2526;-0.0351;-0.0032;2.517;-0.651
2037;2.036;-8.375;3.156;772.602;-0.148;0.0674;-0.0101;1.247;0.039
2038;2.037;-10.164;-0.405;769.715;-0.1862;-0.0229;0.0048;5.227;0.181
2039;2.038;-7.712;-1.948;754.357;-0.1668;-0.0409;-0.0004;-0.301;-6.957
2040;2.039;-10.339;-0.049;766.8;-0.1927;-0.015;-0.0024;-3.802;3.923
2041;2.04;-11.685;-0.937;740.681;-0.2384;-0.0193;0.0005;-3.643;11.506
2042;2.041;-8.106;-1.445;743.496;-0.163;-0.0343;0.0021;-1.255;-2.689
2043;2.042;-10.307;-2.004;745.18;-0.218;-0.0273;-0.0037;1.371;-10.48
2044;2.043;-8.336;-6.088;735.512;-0.1654;-0.0981;-0.0103;0.909;1.824
2045;2.044;-10.076;-1.665;761.026;-0.198;-0.0372;-0.0013;-0.21;-8.752
2046;2.045;-7.227;0.1;744.334;-0.1532;-0.0079;-0.0027;-2.139;-1.039
2047;2.046;-9.106;-4.115;744.952;-0.1768;-0.0667;-0.0042;6.194;5.024
2048;2.047;-11.771;-2.843;761.723;-0.2336;-0.0542;-0.0024;3.43;2.21
2049;2.048;-10.281;0.169;746.947;-0.2125;0.0066;0.001;-5.584;6.127
2050;2.049;-13.242;-0.812;753.942;-0.2758;0.0029;0.0065;10.901;4.692
2051;2.05;-5.899;-2.491;754.934;-0.1202;-0.0441;0.0061;6.239;6.503
2052;2.051;-5.462;-3.062;760.816;-0.1049;-0.0679;-0.0063;-4.142;2.283
2053;2.052;-9.978;-3.636;740.207;-0.1911;-0.0779;-0.0007;5.205;-2.331
2054;2.053;-13.762;2.176;744.031;-0.2801;0.0482;-0.0026;3.722;4.502
2055;2.054;-8.307;-6.836;745.381;-0.173;-0.1295;-0.0031;1.904;-2.086
2056;2.055;-9.234;-4.588;744.785;-0.1734;-0.1015;-0.003;-1.813;-0.221
2057;2.056;-11.855;-2.927;740.106;-0.2454;-0.0386;-0.0015;-5.682;-2.378
